Order,TapeID_N1,readDate_N1,arrayCode_N1,ROX,FAM,VIC,n_VIC,n_FAM,96well,384RowIndex,384ColIndex,Q,Sample,n_FAM CALL,CALL,TapeID_N3,readDate_N3,arrayCode_N3,ROX_N3,FAM_N3,VIC_N3,n_VIC_N3,n_FAM_N3,n_FAM CALL_N3,CALL_N3,384well,CONCORD
2860,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3090,3208,7779,2.517475728,1.038187702,,M,11,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2906,2886,7265,2.5,0.993117688,NEG,NOT DETECTED,M11,TRUE
2861,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3133,3224,7960,2.540695819,1.029045643,,N,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2947,2840,7453,2.529012555,0.96369189,NEG,NOT DETECTED,N11,TRUE
2862,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2979,34748,3713,1.246391407,11.66431688,,O,11,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2746,31420,7329,2.668973052,11.4420976,POS,DETECTED,O11,TRUE
2863,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3160,3166,8094,2.561392405,1.001898734,,P,11,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3036,3031,7182,2.365612648,0.998353096,NEG,NOT DETECTED,P11,TRUE
2864,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,4396,4283,10757,2.44699727,0.974294813,,A,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3383,3252,8699,2.571386343,0.961276973,NEG,NOT DETECTED,A12,TRUE
2865,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,4113,5354,118,0.028689521,1.301726234,,B,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3267,4356,97,0.029690848,1.333333333,NEG,VOID,B12,TRUE
2866,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2673,2707,7287,2.726150393,1.01271979,,C,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2820,2896,6790,2.407801418,1.026950355,NEG,NOT DETECTED,C12,TRUE
2867,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2859,3842,183,0.064008395,1.343826513,,D,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2523,3345,76,0.03012287,1.325802616,NEG,VOID,D12,TRUE
2868,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3786,3737,9492,2.507131537,0.987057581,,E,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2713,2642,6553,2.415407298,0.973829709,NEG,NOT DETECTED,E12,TRUE
2869,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3488,4635,145,0.041571101,1.328841743,,F,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3022,4065,86,0.028457975,1.345135672,NEG,VOID,F12,TRUE
2870,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2479,2434,7265,2.930617184,0.981847519,,G,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2519,2418,6236,2.47558555,0.959904724,NEG,NOT DETECTED,G12,TRUE
2871,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2897,4095,232,0.080082844,1.413531239,,H,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3126,4149,113,0.036148433,1.327255278,NEG,VOID,H12,TRUE
2872,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2592,2360,7658,2.954475309,0.910493827,,I,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2653,2480,6700,2.525442895,0.934790803,NEG,NOT DETECTED,I12,TRUE
2873,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2887,3933,176,0.060962937,1.362313821,,J,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2740,3564,105,0.038321168,1.300729927,NEG,VOID,J12,TRUE
2874,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2477,2489,6617,2.671376665,1.00484457,,K,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2868,2687,7492,2.612273361,0.936889819,NEG,NOT DETECTED,K12,TRUE
2875,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2591,3707,201,0.077576225,1.430721729,,L,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2944,3956,89,0.030230978,1.34375,NEG,VOID,L12,TRUE
2876,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2693,2775,6955,2.582621612,1.030449313,,M,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2875,2806,6612,2.299826087,0.976,NEG,NOT DETECTED,M12,TRUE
2877,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2567,3439,198,0.07713284,1.339696143,,N,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2922,3902,94,0.032169747,1.335386721,NEG,VOID,N12,TRUE
2878,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3053,3196,7438,2.436292172,1.046839175,,O,12,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2981,2979,7206,2.417309628,0.999329084,NEG,NOT DETECTED,O12,TRUE
2879,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2900,3862,133,0.045862069,1.331724138,,P,12,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2994,3893,82,0.02738811,1.300267201,NEG,VOID,P12,TRUE
2880,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3890,4082,9099,2.33907455,1.049357326,,A,13,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3377,3202,8313,2.461652354,0.948178857,NEG,NOT DETECTED,A13,TRUE
2881,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3264,3255,8351,2.558517157,0.997242647,,B,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3126,2960,7824,2.502879079,0.946896993,NEG,NOT DETECTED,B13,TRUE
2882,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2589,30832,9251,3.573194284,11.90884511,,C,13,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2425,28981,7694,3.172783505,11.95092784,POS,DETECTED,C13,TRUE
2883,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2747,2793,7412,2.698216236,1.016745541,,D,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2485,2474,6095,2.452716298,0.995573441,NEG,NOT DETECTED,D13,TRUE
2884,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2429,2415,7244,2.982297242,0.994236311,,E,13,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2398,2481,5850,2.439532944,1.034612177,NEG,NOT DETECTED,E13,TRUE
2885,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3387,38953,11010,3.250664305,11.50073812,,F,13,3,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2731,33183,9068,3.32039546,12.15049432,POS,DETECTED,F13,TRUE
2886,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3030,3012,8159,2.692739274,0.994059406,,G,13,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3083,2869,8107,2.629581576,0.93058709,NEG,NOT DETECTED,G13,TRUE
2887,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2542,2281,7462,2.935483871,0.897324941,,H,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2395,2319,5663,2.364509395,0.968267223,NEG,NOT DETECTED,H13,TRUE
2888,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2197,27261,8403,3.824761038,12.40828402,,I,13,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2174,25766,7151,3.289328427,11.85188592,POS,DETECTED,I13,TRUE
2889,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2634,2586,7732,2.935459377,0.981776765,,J,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2294,2254,5786,2.522231909,0.982563208,NEG,NOT DETECTED,J13,TRUE
2890,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2581,2542,7022,2.72065091,0.984889578,,K,13,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2892,2779,7262,2.511065007,0.960926694,NEG,NOT DETECTED,K13,TRUE
2891,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2531,2617,7040,2.781509285,1.033978665,,L,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2861,2796,7293,2.549108703,0.977280671,NEG,NOT DETECTED,L13,TRUE
2892,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2309,28026,6274,2.71719359,12.13772196,,M,13,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2548,31297,7270,2.85321821,12.28296703,POS,DETECTED,M13,TRUE
2893,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2986,2996,7755,2.597119893,1.003348962,,N,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2917,2876,7209,2.4713747,0.985944463,NEG,NOT DETECTED,N13,TRUE
2894,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2798,33241,3331,1.190493209,11.88027162,,O,13,1,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2643,31874,7162,2.70979947,12.05978055,POS,DETECTED,O13,TRUE
2895,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2976,3027,7561,2.540658602,1.017137097,,P,13,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2945,2914,6787,2.304584041,0.989473684,NEG,NOT DETECTED,P13,TRUE
2896,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3957,3854,9605,2.427343947,0.973970179,,A,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3321,3244,8000,2.408912978,0.976814213,NEG,NOT DETECTED,A14,TRUE
2897,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3968,5222,108,0.027217742,1.316028226,,B,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3199,4231,88,0.027508596,1.322600813,NEG,VOID,B14,TRUE
2898,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2619,2585,7760,2.962962963,0.987017946,,C,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2651,2679,6526,2.461712561,1.010562052,NEG,NOT DETECTED,C14,TRUE
2899,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2820,3857,200,0.070921986,1.367730496,,D,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2478,3308,69,0.027845036,1.334947538,NEG,VOID,D14,TRUE
2900,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2262,27813,8069,3.567197171,12.29575597,,E,14,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2275,27427,7414,3.258901099,12.05582418,POS,DETECTED,E14,TRUE
2901,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2450,3514,242,0.09877551,1.434285714,,F,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3049,4100,160,0.052476222,1.344703181,NEG,VOID,F14,TRUE
2902,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2610,2524,7323,2.805747126,0.967049808,,G,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3019,2986,7765,2.572043723,0.989069228,NEG,NOT DETECTED,G14,TRUE
2903,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2602,3687,240,0.092236741,1.416986933,,H,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2571,3382,80,0.031116297,1.315441462,NEG,VOID,H14,TRUE
2904,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2522,2230,7686,3.047581285,0.884218874,,I,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2752,2515,7316,2.658430233,0.913880814,NEG,NOT DETECTED,I14,TRUE
2905,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2556,3642,228,0.089201878,1.424882629,,J,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2481,3289,80,0.032245062,1.325675131,NEG,VOID,J14,TRUE
2906,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2496,2603,6756,2.706730769,1.04286859,,K,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2875,2901,7003,2.435826087,1.009043478,NEG,NOT DETECTED,K14,TRUE
2907,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2518,3496,229,0.090945195,1.388403495,,L,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2847,3900,103,0.036178433,1.369863014,NEG,VOID,L14,TRUE
2908,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2594,2807,6127,2.361989206,1.082112567,,M,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2759,2773,6576,2.383472273,1.005074302,NEG,NOT DETECTED,M14,TRUE
2909,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2869,3806,163,0.056814221,1.326594632,,N,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2809,3757,89,0.031683873,1.33748665,NEG,VOID,N14,TRUE
2910,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3086,3146,7671,2.485742061,1.019442644,,O,14,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2816,2808,6460,2.294034091,0.997159091,NEG,NOT DETECTED,O14,TRUE
2911,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2953,3871,133,0.045038943,1.310870301,,P,14,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2025,2691,126,0.062222222,1.328888889,NEG,VOID,P14,TRUE
2912,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3422,3306,8249,2.410578609,0.966101695,,A,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3295,3077,7928,2.406069803,0.93383915,NEG,NOT DETECTED,A15,TRUE
2913,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2983,2886,7666,2.569896078,0.9674824,,B,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3156,3004,7633,2.418567807,0.951837769,NEG,NOT DETECTED,B15,TRUE
2914,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3691,3728,9238,2.502844758,1.010024384,,C,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3179,3095,8000,2.516514627,0.973576596,NEG,NOT DETECTED,C15,TRUE
2915,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2726,2751,7474,2.741746148,1.009170946,,D,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2469,2420,6159,2.494532199,0.980153908,NEG,NOT DETECTED,D15,TRUE
2916,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3629,3687,9195,2.533755856,1.015982364,,E,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2666,2642,6431,2.412228057,0.990997749,NEG,NOT DETECTED,E15,TRUE
2917,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3357,3403,8298,2.471849866,1.013702711,,F,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2599,2568,5811,2.235859946,0.988072336,NEG,NOT DETECTED,F15,TRUE
2918,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2490,2480,7516,3.018473896,0.995983936,,G,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2997,2843,7631,2.54621288,0.948615282,NEG,NOT DETECTED,G15,TRUE
2919,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2697,2377,8094,3.001112347,0.881349648,,H,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2572,11686,6593,2.563374806,4.543545879,PLOD,VOID,H15,FALSE
2920,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2690,2410,7700,2.862453532,0.895910781,,I,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2290,2106,5750,2.510917031,0.919650655,NEG,NOT DETECTED,I15,TRUE
2921,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2758,2741,7958,2.88542422,0.993836113,,J,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2387,2376,5936,2.486803519,0.995391705,NEG,NOT DETECTED,J15,TRUE
2922,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2374,2327,6926,2.917438922,0.98020219,,K,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2285,2269,5351,2.341794311,0.992997812,NEG,NOT DETECTED,K15,TRUE
2923,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2549,2661,6659,2.612397018,1.0439388,,L,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2322,2429,5083,2.189061154,1.046080965,NEG,NOT DETECTED,L15,TRUE
2924,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2406,2537,6315,2.624688279,1.054447215,,M,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2251,2351,5116,2.272767659,1.0444247,NEG,NOT DETECTED,M15,TRUE
2925,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2937,3073,7598,2.586993531,1.046305754,,N,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2840,2909,6973,2.45528169,1.024295775,NEG,NOT DETECTED,N15,TRUE
2926,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2903,2975,7339,2.528074406,1.024801929,,O,15,1,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2674,2704,5808,2.172026926,1.011219147,NEG,NOT DETECTED,O15,TRUE
2927,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2812,2870,7156,2.544807966,1.020625889,,P,15,3,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2790,2791,6421,2.301433692,1.000358423,NEG,NOT DETECTED,P15,TRUE
2928,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3759,41891,10252,2.727321096,11.14418728,,A,16,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3329,35638,9721,2.920096125,10.70531691,POS,DETECTED,A16,TRUE
2929,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3036,4014,165,0.054347826,1.322134387,,B,16,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3212,4228,107,0.033312578,1.316313823,NEG,VOID,B16,TRUE
2930,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3886,3905,9789,2.519042717,1.004889346,,C,16,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2637,2588,6374,2.41714069,0.981418278,NEG,NOT DETECTED,C16,TRUE
2931,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3684,4870,123,0.033387622,1.321932682,,D,16,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2503,3298,123,0.049141031,1.317618857,NEG,VOID,D16,TRUE
2932,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,3664,3994,9523,2.599072052,1.090065502,,E,16,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2524,2867,6202,2.457210777,1.135895404,NEG,NOT DETECTED,E16,TRUE
2933,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2649,3762,205,0.077387693,1.42015855,,F,16,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,3063,4034,137,0.044727391,1.317009468,NEG,VOID,F16,TRUE
2934,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2681,2552,8084,3.015292801,0.951883626,,G,16,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2945,2789,7306,2.480814941,0.947028862,NEG,NOT DETECTED,G16,TRUE
2935,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2630,3742,232,0.088212928,1.422813688,,H,16,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2577,3359,92,0.035700427,1.303453628,NEG,VOID,H16,TRUE
2936,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2308,27519,8869,3.842720971,11.92331023,,I,16,2,POOL00008710,POS,DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2187,25924,7356,3.36351166,11.85368084,POS,DETECTED,I16,TRUE
2937,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2659,3793,251,0.09439639,1.426476119,,J,16,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2511,3298,84,0.033452808,1.313420948,NEG,VOID,J16,TRUE
2938,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2546,2592,6931,2.722309505,1.018067557,,K,16,2,POOL00008710,NEG,NOT DETECTED,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2914,3210,7122,2.444063143,1.101578586,NEG,NOT DETECTED,K16,TRUE
2939,799371,2021:12:15:14:44:39,00890018002017.00620201110.799371,2389,3462,202,0.084554207,1.4491419,,L,16,4,POOL00008710,NEG,VOID,606441,2021:12:15:20:07:01,00890018002017.00620210114.606441,2905,3818,98,0.03373494,1.314285714,NEG,VOID,L16,TRUE
